name,rating,snippet,temp_text,stemmed_text,tokenized_text,cleaned_text
Adi Noor Fajarudin,5.0,"Mantap,, Kampus Teknologi dan Bisnis Energi Unggulan",mantap kampus teknologi bisnis energi unggulan,mantap kampus teknologi bisnis energi unggul,"['mantap', 'kampus', 'teknologi', 'bisnis', 'energi', 'unggul']","['mantap', 'kampus', 'teknologi', 'bisnis', 'energi', 'unggul']"
T. Tasqa Alaidin,5.0,Pertamina University salah satu universitas paling banyak berkontribusi untuk negeri. Jayalah selalu.,pertamina university salah universitas berkontribusi negeri jayalah,pertamina university salah universitas kontribusi negeri jaya,"['pertamina', 'university', 'salah', 'universitas', 'kontribusi', 'negeri', 'jaya']","['pertamina', 'university', 'salah', 'universitas', 'kontribusi', 'negeri', 'jaya']"
Tedi suresep,1.0,"kampus kebanyakan korup spp mahal tapi kursi kuliah yang ada mejanya udah banyak yang ga layak pakai , kantinnya jorok, fasilitas lab ga lengkap",kampus kebanyakan korup spp mahal kursi kuliah mejanya udah ga layak pakai kantinnya jorok fasilitas lab ga lengkap,kampus banyak korup spp mahal kursi kuliah meja udah ga layak pakai kantin jorok fasilitas lab ga lengkap,"['kampus', 'banyak', 'korup', 'spp', 'mahal', 'kursi', 'kuliah', 'meja', 'udah', 'ga', 'layak', 'pakai', 'kantin', 'jorok', 'fasilitas', 'lab', 'ga', 'lengkap']","['kampus', 'banyak', 'korup', 'spp', 'mahal', 'kursi', 'kuliah', 'meja', 'udah', 'ga', 'layak', 'pakai', 'kantin', 'jorok', 'fasilitas', 'lab', 'ga', 'lengkap']"
Vico Glessida,1.0,"Pelayanan front liner tidak baik, tidak responsif, tidak ada senyum sama sekali. Minimal memilih kandidat utk frontliner yg murah senyum dan enak dilihat. saya follow up via telp juga tidak ada yg angkat dan tdk ada kejelasan. semoga kritikan ini bisa membangun Univ. Pertamina. krn sayang sekali kampus bergengsi tp pelayanan garda terdepan tidak memumpuni. trms",pelayanan front liner responsif senyum minimal memilih kandidat frontliner murah senyum enak follow up via telp angkat kejelasan semoga kritikan membangun univ pertamina sayang kampus bergengsi pelayanan garda terdepan memumpuni trms,layan front liner responsif senyum minimal pilih kandidat frontliner murah senyum enak follow up via telp angkat jelas moga kritik bangun univ pertamina sayang kampus gengsi layan garda depan mumpuni trms,"['layan', 'front', 'liner', 'responsif', 'senyum', 'minimal', 'pilih', 'kandidat', 'frontliner', 'murah', 'senyum', 'enak', 'follow', 'up', 'via', 'telp', 'angkat', 'jelas', 'moga', 'kritik', 'bangun', 'univ', 'pertamina', 'sayang', 'kampus', 'gengsi', 'layan', 'garda', 'depan', 'mumpuni', 'trms']","['layan', 'front', 'liner', 'responsif', 'senyum', 'minimal', 'pilih', 'kandidat', 'frontliner', 'murah', 'senyum', 'enak', 'follow', 'up', 'via', 'telp', 'angkat', 'jelas', 'moga', 'kritik', 'bangun', 'univ', 'pertamina', 'sayang', 'kampus', 'gengsi', 'layan', 'garda', 'depan', 'mumpuni', 'trms']"
Maria Princilla,5.0,"Lingkungannya bagus dan tertata rapi. Fasilitas umum untuk universitas juga terjada dengan baik dan diawasi oleh pengaman/satpam dengan baik juga
Dapat mengetahui beberapa tempat secara efisien dgn bisa bertanya kepada petugas keamanan",lingkungannya bagus tertata rapi fasilitas universitas terjada diawasi pengamansatpam efisien petugas keamanan,lingkung bagus tata rapi fasilitas universitas terjada awas pengamansatpam efisien tugas aman,"['lingkung', 'bagus', 'tata', 'rapi', 'fasilitas', 'universitas', 'terjada', 'awas', 'pengamansatpam', 'efisien', 'tugas', 'aman']","['lingkung', 'bagus', 'tata', 'rapi', 'fasilitas', 'universitas', 'terjada', 'awas', 'pengamansatpam', 'efisien', 'tugas', 'aman']"
Hamda Alfansuri,5.0,"Sehari-hari kuliah di sini, tempatnya nyaman. Buat pengunjung umum bisa dengan mudah menemukan mushalla dan toilet dibagian depan. Satu kawasan dengan ruang pertemuan, kolam renang, dan kawasan RS khusus covid. Tempatnya aman dengan pengawasan yang baik.",seharihari kuliah tempatnya nyaman pengunjung mudah menemukan mushalla toilet dibagian kawasan ruang pertemuan kolam renang kawasan rs khusus covid tempatnya aman pengawasan,seharihari kuliah tempat nyaman unjung mudah temu mushalla toilet bagi kawasan ruang temu kolam renang kawasan rs khusus covid tempat aman awas,"['seharihari', 'kuliah', 'tempat', 'nyaman', 'unjung', 'mudah', 'temu', 'mushalla', 'toilet', 'bagi', 'kawasan', 'ruang', 'temu', 'kolam', 'renang', 'kawasan', 'rs', 'khusus', 'covid', 'tempat', 'aman', 'awas']","['seharihari', 'kuliah', 'tempat', 'nyaman', 'unjung', 'mudah', 'temu', 'mushalla', 'toilet', 'bagi', 'kawasan', 'ruang', 'temu', 'kolam', 'renang', 'kawasan', 'rs', 'khusus', 'covid', 'tempat', 'aman', 'awas']"
Arif Mansyuri,5.0,"Universitas Yang Berada Dipusat Ibukota Jakarta...
Mencetak Pribadi Mahasiswa Yang Mumpuni dan Unggul dalam Segala Bidang...",universitas dipusat ibukota jakarta mencetak pribadi mahasiswa mumpuni unggul bidang,universitas pusat ibukota jakarta cetak pribadi mahasiswa mumpuni unggul bidang,"['universitas', 'pusat', 'ibukota', 'jakarta', 'cetak', 'pribadi', 'mahasiswa', 'mumpuni', 'unggul', 'bidang']","['universitas', 'pusat', 'ibukota', 'jakarta', 'cetak', 'pribadi', 'mahasiswa', 'mumpuni', 'unggul', 'bidang']"
sushii motto,4.0,Di dalemnya ternyata luas,dalemnya luas,dalem luas,"['dalem', 'luas']","['dalem', 'luas']"
herman sulaeman,5.0,"Fasilitas cukup bagus, dosen-dosen juga terpercaya karena sebagian pengajar dari Universitas yang ternama di Indonesia, pilihan jurusan variatif, semoga menjadi kampus yang dapat menyumbang para ilmuwan untuk kemajuan bangsa Indonesia...",fasilitas bagus dosendosen terpercaya pengajar universitas ternama indonesia pilihan jurusan variatif semoga kampus menyumbang ilmuwan kemajuan bangsa indonesia,fasilitas bagus dosendosen percaya ajar universitas nama indonesia pilih jurus variatif moga kampus sumbang ilmuwan maju bangsa indonesia,"['fasilitas', 'bagus', 'dosendosen', 'percaya', 'ajar', 'universitas', 'nama', 'indonesia', 'pilih', 'jurus', 'variatif', 'moga', 'kampus', 'sumbang', 'ilmuwan', 'maju', 'bangsa', 'indonesia']","['fasilitas', 'bagus', 'dosendosen', 'percaya', 'ajar', 'universitas', 'nama', 'indonesia', 'pilih', 'jurus', 'variatif', 'moga', 'kampus', 'sumbang', 'ilmuwan', 'maju', 'bangsa', 'indonesia']"
Yani Tri Ali,5.0,Suasana kampus yg nyaman dan asri. Tenang utk belajar,suasana kampus nyaman asri tenang belajar,suasana kampus nyaman asri tenang ajar,"['suasana', 'kampus', 'nyaman', 'asri', 'tenang', 'ajar']","['suasana', 'kampus', 'nyaman', 'asri', 'tenang', 'ajar']"
Rijalul halimi,5.0,"Universitas swasta yang berada dipusat ibukota. Teatnya di Jakarta Selatan. Waktu tempuh hanya 5 menit dari Stadion GBK. Fasilitas cukup lengkap.Parkir luas motor dan mobil. Terdapat 15 Jurusan disini dari mulai sosial dan saintek yang berfokus didunia migas. Terdapat gedung Rektorat, Gedung Belajar mengajar, Gedung lboratorium, GOR, Kolam Renang dll.",universitas swasta dipusat ibukota teatnya jakarta selatan tempuh 5 menit stadion gbk fasilitas lengkapparkir luas motor mobil 15 jurusan sosial saintek berfokus didunia migas gedung rektorat gedung belajar mengajar gedung lboratorium gor kolam renang dll,universitas swasta pusat ibukota teatnya jakarta selatan tempuh 5 menit stadion gbk fasilitas lengkapparkir luas motor mobil 15 jurus sosial saintek fokus dunia migas gedung rektorat gedung ajar ajar gedung lboratorium gor kolam renang dll,"['universitas', 'swasta', 'pusat', 'ibukota', 'teatnya', 'jakarta', 'selatan', 'tempuh', '5', 'menit', 'stadion', 'gbk', 'fasilitas', 'lengkapparkir', 'luas', 'motor', 'mobil', '15', 'jurus', 'sosial', 'saintek', 'fokus', 'dunia', 'migas', 'gedung', 'rektorat', 'gedung', 'ajar', 'ajar', 'gedung', 'lboratorium', 'gor', 'kolam', 'renang', 'dll']","['universitas', 'swasta', 'pusat', 'ibukota', 'teatnya', 'jakarta', 'selatan', 'tempuh', '5', 'menit', 'stadion', 'gbk', 'fasilitas', 'lengkapparkir', 'luas', 'motor', 'mobil', '15', 'jurus', 'sosial', 'saintek', 'fokus', 'dunia', 'migas', 'gedung', 'rektorat', 'gedung', 'ajar', 'ajar', 'gedung', 'lboratorium', 'gor', 'kolam', 'renang', 'dll']"
Distorsi Pikiran,4.0,"A very good place compare to my university 😃
Sangat cozy dan banyak tempat untuk duduk. Ada Masjid besar, ada Musholah, di setiap lantai ada musholla walupun hanya berbentuk ruangan kecil.
Sayang saja karpet dan mukena seperti tidak pernah di cuci. Bikin gatal.",a very good place compare to my university cozy duduk masjid musholah lantai musholla walupun berbentuk ruangan sayang karpet mukena cuci bikin gatal,a very good place compare to my university cozy duduk masjid musholah lantai musholla walupun bentuk ruang sayang karpet mukena cuci bikin gatal,"['a', 'very', 'good', 'place', 'compare', 'to', 'my', 'university', 'cozy', 'duduk', 'masjid', 'musholah', 'lantai', 'musholla', 'walupun', 'bentuk', 'ruang', 'sayang', 'karpet', 'mukena', 'cuci', 'bikin', 'gatal']","['a', 'very', 'good', 'place', 'compare', 'to', 'my', 'university', 'cozy', 'duduk', 'masjid', 'musholah', 'lantai', 'musholla', 'walupun', 'bentuk', 'ruang', 'sayang', 'karpet', 'mukena', 'cuci', 'bikin', 'gatal']"
misa rohaji,2.0,Kecewa sama petugas parkirnya hari ini tanggal 15januari2022 ga dikasih struk parkir...tiba2 dkenai biaya pas 5rb pdhl cuma drop off aja...sbnrnya parkiran cuma drop emang kena parkir ya?next karcis parkir hrs dberi kepengendara .....,kecewa petugas parkirnya tanggal 15januari2022 ga dikasih struk parkirtiba2 dkenai biaya pas 5rb pdhl drop off ajasbnrnya parkiran drop emang kena parkir yanext karcis parkir dberi kepengendara,kecewa tugas parkir tanggal 15januari2022 ga kasih struk parkirtiba2 dkenai biaya pas 5rb pdhl drop off ajasbnrnya parkir drop emang kena parkir yanext karcis parkir dberi kendara,"['kecewa', 'tugas', 'parkir', 'tanggal', '15januari2022', 'ga', 'kasih', 'struk', 'parkirtiba2', 'dkenai', 'biaya', 'pas', '5rb', 'pdhl', 'drop', 'off', 'ajasbnrnya', 'parkir', 'drop', 'emang', 'kena', 'parkir', 'yanext', 'karcis', 'parkir', 'dberi', 'kendara']","['kecewa', 'tugas', 'parkir', 'tanggal', '15januari2022', 'ga', 'kasih', 'struk', 'parkirtiba2', 'dkenai', 'biaya', 'pas', '5rb', 'pdhl', 'drop', 'off', 'ajasbnrnya', 'parkir', 'drop', 'emang', 'kena', 'parkir', 'yanext', 'karcis', 'parkir', 'dberi', 'kendara']"
Puspa Nur Afifah,4.0,"Tempat nya luas dan bagus, sepertinya ruang dosen terpusat di gedung rektorat, bahkan ada juga ruang kelas di dalam gedung rektorat, makanan di kantin murah,  ada mushollah besar, sempet sholat di mushollah yang kecil tp air nya mati :( Satpam nya sangat ramah.",luas bagus ruang dosen terpusat gedung rektorat ruang kelas gedung rektorat makanan kantin murah mushollah sempet sholat mushollah air mati satpam ramah,luas bagus ruang dosen pusat gedung rektorat ruang kelas gedung rektorat makan kantin murah mushollah sempet sholat mushollah air mati satpam ramah,"['luas', 'bagus', 'ruang', 'dosen', 'pusat', 'gedung', 'rektorat', 'ruang', 'kelas', 'gedung', 'rektorat', 'makan', 'kantin', 'murah', 'mushollah', 'sempet', 'sholat', 'mushollah', 'air', 'mati', 'satpam', 'ramah']","['luas', 'bagus', 'ruang', 'dosen', 'pusat', 'gedung', 'rektorat', 'ruang', 'kelas', 'gedung', 'rektorat', 'makan', 'kantin', 'murah', 'mushollah', 'sempet', 'sholat', 'mushollah', 'air', 'mati', 'satpam', 'ramah']"
I AM YAYAK,5.0,"setelah saya tinggal disini selama 1 tahun lebih, sepertinya akan menjadi kenangan yang paling indah dalam hidupku. karna saya di tempat ini bisa mengenal lebih banyak orang-orang. mungkin saya untuk ke depannya bisa menjadi pegawai tetap tidak seperti sekarang ini hanya pegaewai tahunan yang setiap tahunnya d perpanjang kontrak saya.",tinggal 1 kenangan indah hidupku karna mengenal orangorang depannya pegawai pegaewai tahunan tahunnya d perpanjang kontrak,tinggal 1 kenang indah hidup karna kenal orangorang depan pegawai pegaewai tahun tahun d panjang kontrak,"['tinggal', '1', 'kenang', 'indah', 'hidup', 'karna', 'kenal', 'orangorang', 'depan', 'pegawai', 'pegaewai', 'tahun', 'tahun', 'd', 'panjang', 'kontrak']","['tinggal', '1', 'kenang', 'indah', 'hidup', 'karna', 'kenal', 'orangorang', 'depan', 'pegawai', 'pegaewai', 'tahun', 'tahun', 'd', 'panjang', 'kontrak']"
Renna Sitanggang,2.0,"Bulan April yg lalu tepatnya tanggalnya saya lupa anak saya ikut test di Medan dan dia menang .hari ini terakhir pelunasan biayanya dan kami tidak sanggup utk membayar.anak saya sangat sedih dan selalu murung..

Nama anak saya million Lumban raja",april tepatnya tanggalnya lupa anak test medan menang pelunasan biayanya sanggup membayaranak sedih murung nama anak million lumban raja,april tepat tanggal lupa anak test medan menang lunas biaya sanggup membayaranak sedih murung nama anak million lumban raja,"['april', 'tepat', 'tanggal', 'lupa', 'anak', 'test', 'medan', 'menang', 'lunas', 'biaya', 'sanggup', 'membayaranak', 'sedih', 'murung', 'nama', 'anak', 'million', 'lumban', 'raja']","['april', 'tepat', 'tanggal', 'lupa', 'anak', 'test', 'medan', 'menang', 'lunas', 'biaya', 'sanggup', 'membayaranak', 'sedih', 'murung', 'nama', 'anak', 'million', 'lumban', 'raja']"
Zuliani Dalimunthe,4.0,"Jalan menuju lokasi macet banget. Dari Depok better naik kereta ke St Kebayoran transit di St Tanah Abang. Hanya sekitar 3,5 km dari St Kebayoran...gampang naik go jek atau grab",jalan lokasi macet banget depok better kereta st kebayoran transit st tanah abang 35 km st kebayorangampang go jek grab,jalan lokasi macet banget depok better kereta st kebayoran transit st tanah abang 35 km st kebayorangampang go jek grab,"['jalan', 'lokasi', 'macet', 'banget', 'depok', 'better', 'kereta', 'st', 'kebayoran', 'transit', 'st', 'tanah', 'abang', '35', 'km', 'st', 'kebayorangampang', 'go', 'jek', 'grab']","['jalan', 'lokasi', 'macet', 'banget', 'depok', 'better', 'kereta', 'st', 'kebayoran', 'transit', 'st', 'tanah', 'abang', '35', 'km', 'st', 'kebayorangampang', 'go', 'jek', 'grab']"
Dodoy Dozly,5.0,"Kampus paling kren, selain di naungi nama besar Pertamina, universitas Pertamina juga di dukung dosen dosen muda berprestasi lulusan universitas ternama luar negri, terletak di tengah kota metropolitan Jakarta Selatan yang bebas banjir dan teduh, kampus ini di lengkapi dengan banyak fasilitas yang lengkap dan mewah. Mulai dari kolam renang, hotel , lapangan bola, hingga rumah sakit kusus covid.",kampus kren naungi nama pertamina universitas pertamina dukung dosen dosen muda berprestasi lulusan universitas ternama negri terletak kota metropolitan jakarta selatan bebas banjir teduh kampus lengkapi fasilitas lengkap mewah kolam renang hotel lapangan bola rumah sakit kusus covid,kampus kren naung nama pertamina universitas pertamina dukung dosen dosen muda prestasi lulus universitas nama negri letak kota metropolitan jakarta selatan bebas banjir teduh kampus lengkap fasilitas lengkap mewah kolam renang hotel lapang bola rumah sakit sus covid,"['kampus', 'kren', 'naung', 'nama', 'pertamina', 'universitas', 'pertamina', 'dukung', 'dosen', 'dosen', 'muda', 'prestasi', 'lulus', 'universitas', 'nama', 'negri', 'letak', 'kota', 'metropolitan', 'jakarta', 'selatan', 'bebas', 'banjir', 'teduh', 'kampus', 'lengkap', 'fasilitas', 'lengkap', 'mewah', 'kolam', 'renang', 'hotel', 'lapang', 'bola', 'rumah', 'sakit', 'sus', 'covid']","['kampus', 'kren', 'naung', 'nama', 'pertamina', 'universitas', 'pertamina', 'dukung', 'dosen', 'dosen', 'muda', 'prestasi', 'lulus', 'universitas', 'nama', 'negri', 'letak', 'kota', 'metropolitan', 'jakarta', 'selatan', 'bebas', 'banjir', 'teduh', 'kampus', 'lengkap', 'fasilitas', 'lengkap', 'mewah', 'kolam', 'renang', 'hotel', 'lapang', 'bola', 'rumah', 'sakit', 'sus', 'covid']"
Oh Rezky,5.0,"Mantap, Call Center nya gercep, Admin WA ramah fast respond saat ada masalah pengisian daftar kuliah. Keren banget",mantap call center gercep admin wa ramah fast respond pengisian daftar kuliah keren banget,mantap call center gercep admin wa ramah fast respond isi daftar kuliah keren banget,"['mantap', 'call', 'center', 'gercep', 'admin', 'wa', 'ramah', 'fast', 'respond', 'isi', 'daftar', 'kuliah', 'keren', 'banget']","['mantap', 'call', 'center', 'gercep', 'admin', 'wa', 'ramah', 'fast', 'respond', 'isi', 'daftar', 'kuliah', 'keren', 'banget']"
